Gene stable ID	Gene name
ENSMMUG00000059519	REEP4
ENSMMUG00000064104	
ENSMMUG00000012572	LRFN2
ENSMMUG00000042030	
ENSMMUG00000001290	ASB13
ENSMMUG00000038674	
ENSMMUG00000041515	Metazoa_SRP
ENSMMUG00000007324	GMPS
ENSMMUG00000002121	ARMH4
ENSMMUG00000055938	
ENSMMUG00000036893	U6
ENSMMUG00000020736	HACD1
ENSMMUG00000047078	
ENSMMUG00000059786	HCN1
ENSMMUG00000050291	
ENSMMUG00000018609	VARS2
ENSMMUG00000009383	CC2D2A
ENSMMUG00000061578	
ENSMMUG00000056876	U6
ENSMMUG00000015728	LTN1
ENSMMUG00000038950	Metazoa_SRP
ENSMMUG00000002711	
ENSMMUG00000041067	Metazoa_SRP
ENSMMUG00000022025	RAB28
ENSMMUG00000059146	VAX1
ENSMMUG00000022926	MORF4L1
ENSMMUG00000004938	PITRM1
ENSMMUG00000058548	
ENSMMUG00000022366	LRRC27
ENSMMUG00000061861	mml-mir-7189
ENSMMUG00000011987	MIGA1
ENSMMUG00000058109	
ENSMMUG00000052677	
ENSMMUG00000040958	
ENSMMUG00000062395	
ENSMMUG00000063444	
ENSMMUG00000059525	
ENSMMUG00000015898	SPATA21
ENSMMUG00000060758	Y_RNA
ENSMMUG00000061100	KCNK18
ENSMMUG00000062684	Metazoa_SRP
ENSMMUG00000021315	MOCS1
ENSMMUG00000055207	
ENSMMUG00000039337	SSTR1
ENSMMUG00000050905	
ENSMMUG00000062806	
ENSMMUG00000061551	
ENSMMUG00000046299	Metazoa_SRP
ENSMMUG00000044214	
ENSMMUG00000063992	Metazoa_SRP
ENSMMUG00000060386	
ENSMMUG00000003956	
ENSMMUG00000008189	CDHR3
ENSMMUG00000051249	CLEC14A
ENSMMUG00000039143	MICALL1
ENSMMUG00000028504	U1
ENSMMUG00000060812	ATG12
ENSMMUG00000051750	
ENSMMUG00000056361	
ENSMMUG00000058000	
ENSMMUG00000036646	U6
ENSMMUG00000014817	SLC18A2
ENSMMUG00000017943	ERCC6
ENSMMUG00000061175	
ENSMMUG00000053246	
ENSMMUG00000064662	
ENSMMUG00000010498	HEMK1
ENSMMUG00000019191	CPSF4
ENSMMUG00000013028	LGI3
ENSMMUG00000062203	
ENSMMUG00000025088	Y_RNA
ENSMMUG00000059784	
ENSMMUG00000019481	SLC26A7
ENSMMUG00000020514	EXD2
ENSMMUG00000001700	STAM
ENSMMUG00000015144	DLC1
ENSMMUG00000030244	CACNA2D1
ENSMMUG00000008351	IKBKB
ENSMMUG00000003508	ACTR10
ENSMMUG00000060892	
ENSMMUG00000019593	SYPL1
ENSMMUG00000009584	NEO1
ENSMMUG00000015288	AP3S1
ENSMMUG00000008135	SGSM3
ENSMMUG00000022169	SERPIND1
ENSMMUG00000033492	mml-mir-887
ENSMMUG00000062096	NKX3-2
ENSMMUG00000016149	EMB
ENSMMUG00000052894	
ENSMMUG00000010093	CTSH
ENSMMUG00000055372	
ENSMMUG00000020139	ZNF789
ENSMMUG00000007450	RAF1
ENSMMUG00000018442	AGER
ENSMMUG00000059288	CISH
ENSMMUG00000002788	DSCC1
ENSMMUG00000003184	SEC23A
ENSMMUG00000058215	
ENSMMUG00000013029	SFTPC
ENSMMUG00000015672	PDHB
ENSMMUG00000045364	SZRD1
ENSMMUG00000056727	IGHV3-72
ENSMMUG00000053348	PDZD8
ENSMMUG00000013180	TASOR2
ENSMMUG00000019785	EIF3L
ENSMMUG00000064733	
ENSMMUG00000007864	ZNF438
ENSMMUG00000055041	Metazoa_SRP
ENSMMUG00000064429	IGHV1-45
ENSMMUG00000022027	BOD1L1
ENSMMUG00000020140	ZNF394
ENSMMUG00000060669	
ENSMMUG00000013984	ABLIM2
ENSMMUG00000062798	IGHV1-46
ENSMMUG00000035563	U6
ENSMMUG00000056057	
ENSMMUG00000001425	ONECUT1
ENSMMUG00000009388	FBXL5
ENSMMUG00000020384	SNAP29
ENSMMUG00000049896	IGHV3OR16-10
ENSMMUG00000036452	RNaseP_nuc
ENSMMUG00000056661	
ENSMMUG00000060832	
ENSMMUG00000052026	Metazoa_SRP
ENSMMUG00000050187	
ENSMMUG00000059683	
ENSMMUG00000003572	NAMPT
ENSMMUG00000054163	
ENSMMUG00000050958	
ENSMMUG00000019072	DAAM2
ENSMMUG00000023904	
ENSMMUG00000051006	
ENSMMUG00000020660	MKX
ENSMMUG00000022191	LVRN
ENSMMUG00000019005	TTYH3
ENSMMUG00000065244	POLB
ENSMMUG00000062432	
ENSMMUG00000060256	
ENSMMUG00000044272	
ENSMMUG00000003802	INPP5A
ENSMMUG00000012493	
ENSMMUG00000054283	
ENSMMUG00000065005	Metazoa_SRP
ENSMMUG00000065308	Metazoa_SRP
ENSMMUG00000062841	
ENSMMUG00000002594	DEPTOR
ENSMMUG00000059847	
ENSMMUG00000013031	BMP1
ENSMMUG00000020141	ZKSCAN5
ENSMMUG00000030130	
ENSMMUG00000020516	GALNT16
ENSMMUG00000010495	MAPKAPK3
ENSMMUG00000054543	
ENSMMUG00000060559	
ENSMMUG00000018221	WASF2
ENSMMUG00000048066	TRAPPC9
ENSMMUG00000056838	
ENSMMUG00000004935	
ENSMMUG00000047333	CCDC71L
ENSMMUG00000052780	
ENSMMUG00000065153	Metazoa_SRP
ENSMMUG00000012733	FBXO42
ENSMMUG00000061034	N6AMT1
ENSMMUG00000020661	ARMC4
ENSMMUG00000060255	EMX2
ENSMMUG00000061298	
ENSMMUG00000060637	
ENSMMUG00000056864	Metazoa_SRP
ENSMMUG00000063210	
ENSMMUG00000051823	
ENSMMUG00000050195	
ENSMMUG00000060376	Metazoa_SRP
ENSMMUG00000049140	Metazoa_SRP
ENSMMUG00000045045	Y_RNA
ENSMMUG00000017652	OLIG2
ENSMMUG00000022192	
ENSMMUG00000006713	CCNY
ENSMMUG00000018605	GTF2H4
ENSMMUG00000057333	
ENSMMUG00000062447	U2
ENSMMUG00000038885	Metazoa_SRP
ENSMMUG00000051191	Metazoa_SRP
ENSMMUG00000055105	Metazoa_SRP
ENSMMUG00000056563	ARL14EPL
ENSMMUG00000053752	
ENSMMUG00000016253	PARP2
ENSMMUG00000062599	
ENSMMUG00000049912	Metazoa_SRP
ENSMMUG00000005828	
ENSMMUG00000019104	FAM200A
ENSMMUG00000027541	SNORA70
ENSMMUG00000003509	PSMA3
ENSMMUG00000049691	
ENSMMUG00000050370	
ENSMMUG00000015294	BST1
ENSMMUG00000051185	
ENSMMUG00000057885	
ENSMMUG00000021571	ERH
ENSMMUG00000053413	
ENSMMUG00000056777	Metazoa_SRP
ENSMMUG00000061227	
ENSMMUG00000018325	GPR3
ENSMMUG00000013841	PARP8
ENSMMUG00000002595	COL14A1
ENSMMUG00000031896	KCTD6
ENSMMUG00000021028	GEMIN2
ENSMMUG00000020794	DKK4
ENSMMUG00000063457	
ENSMMUG00000052000	Y_RNA
ENSMMUG00000036294	U6
ENSMMUG00000018326	USP33
ENSMMUG00000001242	WDR72
ENSMMUG00000005341	ADSL
ENSMMUG00000062119	
ENSMMUG00000064827	RASGRF1
ENSMMUG00000034348	U6
ENSMMUG00000060322	
ENSMMUG00000008738	COMMD10
ENSMMUG00000017425	MBOAT1
ENSMMUG00000055773	
ENSMMUG00000059688	
ENSMMUG00000050741	
ENSMMUG00000040393	ZNF655
ENSMMUG00000063904	
ENSMMUG00000015298	CD38
ENSMMUG00000052929	
ENSMMUG00000062803	
ENSMMUG00000018322	FCN3
ENSMMUG00000057894	
ENSMMUG00000062185	
ENSMMUG00000060968	HIST1H2BM
ENSMMUG00000006229	ACOX2
ENSMMUG00000021027	TRAPPC6B
ENSMMUG00000051802	U3
ENSMMUG00000020089	RBM11
ENSMMUG00000021572	SLC39A9
ENSMMUG00000023115	RUNX1T1
ENSMMUG00000052150	HIST1H2AJ
ENSMMUG00000020185	VDAC3
ENSMMUG00000062701	TMEM236
ENSMMUG00000050471	PLA2G3
ENSMMUG00000037127	U6
ENSMMUG00000042616	
ENSMMUG00000021805	RAB11FIP2
ENSMMUG00000057878	
ENSMMUG00000055788	HIST1H2AK
ENSMMUG00000013405	ADAMTS5
ENSMMUG00000003514	ARID4A
ENSMMUG00000052036	
ENSMMUG00000015804	PLEKHN1
ENSMMUG00000056572	
ENSMMUG00000050779	IGHV7-4-1
ENSMMUG00000005574	COL19A1
ENSMMUG00000037492	LIPI
ENSMMUG00000052179	
ENSMMUG00000056684	Metazoa_SRP
ENSMMUG00000020663	MPP7
ENSMMUG00000055483	TMEM225B
ENSMMUG00000059013	
ENSMMUG00000065203	
ENSMMUG00000029407	TINF2
ENSMMUG00000016968	KCNAB1
ENSMMUG00000020478	AIFM3
ENSMMUG00000060620	C1orf53
ENSMMUG00000037201	U7
ENSMMUG00000022395	INPP5J
ENSMMUG00000008162	FGFBP1
ENSMMUG00000052535	
ENSMMUG00000015254	ANKRD54
ENSMMUG00000047903	
ENSMMUG00000049567	PNN
ENSMMUG00000012259	LHX9
ENSMMUG00000056159	Metazoa_SRP
ENSMMUG00000013407	ADAMTS1
ENSMMUG00000012265	SEMA6A
ENSMMUG00000022728	ZSCAN25
ENSMMUG00000003240	PLEKHD1
ENSMMUG00000008163	FGFBP2
ENSMMUG00000002599	MRPL13
ENSMMUG00000018652	HGF
ENSMMUG00000057910	
ENSMMUG00000062573	
ENSMMUG00000049886	
ENSMMUG00000049538	U6
ENSMMUG00000054891	
ENSMMUG00000019776	MDFIC
ENSMMUG00000037662	SELENOM
ENSMMUG00000032982	U6
ENSMMUG00000060524	
ENSMMUG00000010276	TMEM40
ENSMMUG00000015802	KLHL17
ENSMMUG00000053974	
ENSMMUG00000051164	
ENSMMUG00000014691	ID4
ENSMMUG00000026362	Y_RNA
ENSMMUG00000000583	CADM2
ENSMMUG00000032019	
ENSMMUG00000048727	Metazoa_SRP
ENSMMUG00000021649	NEK7
ENSMMUG00000053113	GALR3
ENSMMUG00000062598	NKX6-2
ENSMMUG00000003984	ISL1
ENSMMUG00000011620	MRC1
ENSMMUG00000027759	U6
ENSMMUG00000050130	
ENSMMUG00000021345	TNRC6B
ENSMMUG00000047127	
ENSMMUG00000063440	
ENSMMUG00000059005	
ENSMMUG00000063800	
ENSMMUG00000025627	SNORA25B
ENSMMUG00000065178	
ENSMMUG00000058978	
ENSMMUG00000063576	Metazoa_SRP
ENSMMUG00000002601	MTBP
ENSMMUG00000058843	
ENSMMUG00000051702	
ENSMMUG00000057507	Metazoa_SRP
ENSMMUG00000008164	PROM1
ENSMMUG00000054632	
ENSMMUG00000051885	
ENSMMUG00000015258	GCAT
ENSMMUG00000053283	Y_RNA
ENSMMUG00000057719	
ENSMMUG00000061205	
ENSMMUG00000062544	
ENSMMUG00000058118	CCDC177
ENSMMUG00000057857	
ENSMMUG00000024130	U6
ENSMMUG00000049588	
ENSMMUG00000051662	
ENSMMUG00000014100	TUBGCP6
ENSMMUG00000020186	SLC20A2
ENSMMUG00000043593	
ENSMMUG00000051477	
ENSMMUG00000015800	NOC2L
ENSMMUG00000008060	ZNF184
ENSMMUG00000061776	
ENSMMUG00000064068	
ENSMMUG00000055018	SUSD6
ENSMMUG00000018318	MAP3K6
ENSMMUG00000062943	
ENSMMUG00000012107	CYYR1
ENSMMUG00000051888	
ENSMMUG00000057584	CFAP46
ENSMMUG00000001339	CAND2
ENSMMUG00000049534	
ENSMMUG00000004675	SMTN
ENSMMUG00000038489	TFEC
ENSMMUG00000041447	
ENSMMUG00000059505	
ENSMMUG00000064614	FAM107A
ENSMMUG00000052764	
ENSMMUG00000059531	
ENSMMUG00000058825	
ENSMMUG00000057799	
ENSMMUG00000063096	
ENSMMUG00000034568	U2
ENSMMUG00000048560	H1F0
ENSMMUG00000011992	ATP6V1G3
ENSMMUG00000061371	
ENSMMUG00000061153	GJD4
ENSMMUG00000049911	
ENSMMUG00000063855	
ENSMMUG00000060576	
ENSMMUG00000057148	
ENSMMUG00000027443	U6
ENSMMUG00000059678	
ENSMMUG00000052276	
ENSMMUG00000022730	CYP3A4
ENSMMUG00000051744	
ENSMMUG00000050955	Metazoa_SRP
ENSMMUG00000060525	
ENSMMUG00000064955	
ENSMMUG00000061411	
ENSMMUG00000057702	
ENSMMUG00000049585	Metazoa_SRP
ENSMMUG00000001694	FZD8
ENSMMUG00000062994	
ENSMMUG00000053488	SMIM19
ENSMMUG00000060523	
ENSMMUG00000059047	
ENSMMUG00000053107	Metazoa_SRP
ENSMMUG00000061092	DEFB125
ENSMMUG00000030587	
ENSMMUG00000052829	U6
ENSMMUG00000039141	mml-mir-3173
ENSMMUG00000018601	DDR1
ENSMMUG00000044077	
ENSMMUG00000057295	
ENSMMUG00000012741	FAM204A
ENSMMUG00000063949	
ENSMMUG00000052538	
ENSMMUG00000033158	mml-mir-548a
ENSMMUG00000055375	
ENSMMUG00000052897	
ENSMMUG00000022407	SRSF5
ENSMMUG00000052602	
ENSMMUG00000054278	
ENSMMUG00000041194	
ENSMMUG00000059129	
ENSMMUG00000012496	TSSK4
ENSMMUG00000050883	Metazoa_SRP
ENSMMUG00000051805	
ENSMMUG00000054499	
ENSMMUG00000062340	
ENSMMUG00000006087	ADGRA1
ENSMMUG00000006005	CBLN4
ENSMMUG00000005991	TRIOBP
ENSMMUG00000059740	
ENSMMUG00000065250	CPLANE2
ENSMMUG00000061720	
ENSMMUG00000061296	ZNF391
ENSMMUG00000003002	
ENSMMUG00000060168	
ENSMMUG00000005947	SAMD11
ENSMMUG00000051836	
ENSMMUG00000043308	
ENSMMUG00000065108	
ENSMMUG00000063231	Metazoa_SRP
ENSMMUG00000056599	Metazoa_SRP
ENSMMUG00000022409	SLC10A1
ENSMMUG00000062089	RNF144B
ENSMMUG00000060671	
ENSMMUG00000052978	
ENSMMUG00000002607	SNTB1
ENSMMUG00000039125	
ENSMMUG00000062051	
ENSMMUG00000063923	CHRNB3
ENSMMUG00000044790	Metazoa_SRP
ENSMMUG00000058671	
ENSMMUG00000011123	
ENSMMUG00000064297	IER3
ENSMMUG00000005573	LMBRD1
ENSMMUG00000051975	
ENSMMUG00000052328	FAM20C
ENSMMUG00000050502	Metazoa_SRP
ENSMMUG00000016970	SSR3
ENSMMUG00000002797	JDP2
ENSMMUG00000063071	Metazoa_SRP
ENSMMUG00000058183	
ENSMMUG00000051905	MC3R
ENSMMUG00000063255	
ENSMMUG00000000681	CLMN
ENSMMUG00000058121	
ENSMMUG00000058101	
ENSMMUG00000060644	
ENSMMUG00000043629	FAM3D
ENSMMUG00000057030	
ENSMMUG00000055678	TOMM20L
ENSMMUG00000014098	SELENOO
ENSMMUG00000026026	U6
ENSMMUG00000007097	TES
ENSMMUG00000062274	
ENSMMUG00000059164	
ENSMMUG00000013032	PHYHIP
ENSMMUG00000000163	CHRNA6
ENSMMUG00000056085	
ENSMMUG00000058828	Metazoa_SRP
ENSMMUG00000000009	PTPRC
ENSMMUG00000056629	
ENSMMUG00000017009	PRSS16
ENSMMUG00000045443	
ENSMMUG00000014410	ARHGEF19
ENSMMUG00000059185	
ENSMMUG00000061353	FAM210B
ENSMMUG00000025453	U6
ENSMMUG00000018998	
ENSMMUG00000053516	
ENSMMUG00000050949	
ENSMMUG00000006458	IQCE
ENSMMUG00000064169	
ENSMMUG00000049879	
ENSMMUG00000064420	Metazoa_SRP
ENSMMUG00000006089	
ENSMMUG00000005557	FAM92A
ENSMMUG00000046567	
ENSMMUG00000026995	mml-mir-320a
ENSMMUG00000052333	
ENSMMUG00000014071	FLOT1
ENSMMUG00000061842	
ENSMMUG00000055605	
ENSMMUG00000049718	
ENSMMUG00000049917	U6
ENSMMUG00000003834	BATF
ENSMMUG00000020341	SGO1
ENSMMUG00000056180	Metazoa_SRP
ENSMMUG00000020218	AK5
ENSMMUG00000000070	AURKA
ENSMMUG00000014384	APP
ENSMMUG00000011785	SEMA3C
ENSMMUG00000013182	GDI2
ENSMMUG00000042847	Metazoa_SRP
ENSMMUG00000000366	TIPARP
ENSMMUG00000049973	
ENSMMUG00000010696	KLF6
ENSMMUG00000060089	Y_RNA
ENSMMUG00000052816	PRLHR
ENSMMUG00000039874	
ENSMMUG00000023226	POLR3D
ENSMMUG00000061706	CAV2
ENSMMUG00000049946	
ENSMMUG00000045043	HAS2
ENSMMUG00000012455	GMPR2
ENSMMUG00000059668	U6
ENSMMUG00000051960	
ENSMMUG00000008341	ARHGAP24
ENSMMUG00000061750	HIST1H2AH
ENSMMUG00000003854	SH3BP1
ENSMMUG00000013651	KIF6
ENSMMUG00000064923	Metazoa_SRP
ENSMMUG00000064084	THAP1
ENSMMUG00000053559	
ENSMMUG00000013670	ADAMTSL3
ENSMMUG00000019763	DEK
ENSMMUG00000061234	
ENSMMUG00000055551	
ENSMMUG00000049385	
ENSMMUG00000062982	
ENSMMUG00000017430	SMOC1
ENSMMUG00000060111	
ENSMMUG00000058189	HIST1H2BK
ENSMMUG00000053106	
ENSMMUG00000053431	
ENSMMUG00000058797	
ENSMMUG00000021121	CTAGE5
ENSMMUG00000053878	
ENSMMUG00000014122	CAV1
ENSMMUG00000052557	
ENSMMUG00000001340	RPL32
ENSMMUG00000058165	
ENSMMUG00000051581	
ENSMMUG00000049982	
ENSMMUG00000027050	mml-mir-95
ENSMMUG00000020342	KAT2B
ENSMMUG00000056113	
ENSMMUG00000064419	mml-mir-7183
ENSMMUG00000028999	RNF170
ENSMMUG00000017665	FLVCR2
ENSMMUG00000052651	Metazoa_SRP
ENSMMUG00000057258	
ENSMMUG00000004571	KIAA1109
ENSMMUG00000000051	LMLN
ENSMMUG00000021205	C3orf67
ENSMMUG00000005179	CGNL1
ENSMMUG00000016370	CACUL1
ENSMMUG00000005363	ZHX2
ENSMMUG00000060829	
ENSMMUG00000052414	HIST1H2AK
ENSMMUG00000065350	
ENSMMUG00000001747	TAPT1
ENSMMUG00000057074	
ENSMMUG00000038849	DEFB115
ENSMMUG00000064526	
ENSMMUG00000026033	Y_RNA
ENSMMUG00000016375	FER1L6
ENSMMUG00000014087	TRABD
ENSMMUG00000046092	ADGRB3
ENSMMUG00000016495	
ENSMMUG00000054337	VENTX
ENSMMUG00000040348	HIST1H2BJ
ENSMMUG00000004949	PDGFA
ENSMMUG00000009810	ANKRD30A
ENSMMUG00000045021	Metazoa_SRP
ENSMMUG00000057407	DRGX
ENSMMUG00000001084	KIAA0586
ENSMMUG00000064023	
ENSMMUG00000062348	
ENSMMUG00000035265	Y_RNA
ENSMMUG00000000072	CSTF1
ENSMMUG00000059351	Metazoa_SRP
ENSMMUG00000010528	ZNF33B
ENSMMUG00000018245	EPHA2
ENSMMUG00000053299	
ENSMMUG00000052588	mml-mir-7204
ENSMMUG00000043581	AFAP1
ENSMMUG00000023033	ADAM8
ENSMMUG00000013516	DERL1
ENSMMUG00000032713	U6
ENSMMUG00000006779	MET
ENSMMUG00000021308	C10orf71
ENSMMUG00000055141	
ENSMMUG00000017166	FAM83F
ENSMMUG00000005404	
ENSMMUG00000051086	C5orf58
ENSMMUG00000000073	CASS4
ENSMMUG00000017480	ZNF322
ENSMMUG00000030590	TMEM273
ENSMMUG00000053109	Metazoa_SRP
ENSMMUG00000059426	Metazoa_SRP
ENSMMUG00000065217	
ENSMMUG00000030028	TUBB
ENSMMUG00000014438	PIWIL2
ENSMMUG00000011023	PANX2
ENSMMUG00000062881	Metazoa_SRP
ENSMMUG00000061552	Y_RNA
ENSMMUG00000047936	
ENSMMUG00000005558	RBM12B
ENSMMUG00000054367	
ENSMMUG00000039880	Metazoa_SRP
ENSMMUG00000055905	KLHL33
ENSMMUG00000012064	ERG28
ENSMMUG00000064150	
ENSMMUG00000054752	Metazoa_SRP
ENSMMUG00000047658	
ENSMMUG00000044181	
ENSMMUG00000042946	CD36
ENSMMUG00000058575	
ENSMMUG00000064646	Metazoa_SRP
ENSMMUG00000008342	MAPK10
ENSMMUG00000018575	KDM1B
ENSMMUG00000055937	
ENSMMUG00000060054	
ENSMMUG00000006676	CASC4
ENSMMUG00000057150	
ENSMMUG00000056740	
ENSMMUG00000004768	SYTL1
ENSMMUG00000040316	
ENSMMUG00000059714	
ENSMMUG00000004397	ANKRD30BL
ENSMMUG00000019866	HOOK3
ENSMMUG00000064239	
ENSMMUG00000050815	
ENSMMUG00000009120	MOV10L1
ENSMMUG00000065332	
ENSMMUG00000003853	GGA1
ENSMMUG00000056657	Metazoa_SRP
ENSMMUG00000060813	ABT1
ENSMMUG00000008900	VSTM4
ENSMMUG00000000074	RTF2
ENSMMUG00000060014	Metazoa_SRP
ENSMMUG00000059763	
ENSMMUG00000058649	Metazoa_SRP
ENSMMUG00000004931	SYNE3
ENSMMUG00000050228	
ENSMMUG00000055099	U6
ENSMMUG00000004880	GRAP2
ENSMMUG00000026851	mml-mir-184
ENSMMUG00000063843	
ENSMMUG00000015141	ANKRD16
ENSMMUG00000052370	U6
ENSMMUG00000049762	Metazoa_SRP
ENSMMUG00000005898	MORC2
ENSMMUG00000057448	CHRAC1
ENSMMUG00000005561	TMEM67
ENSMMUG00000056524	U3
ENSMMUG00000057298	
ENSMMUG00000016742	CTDSPL2
ENSMMUG00000049774	
ENSMMUG00000004234	
ENSMMUG00000023034	TUBGCP2
ENSMMUG00000006848	OSGEP
ENSMMUG00000059439	ANKRD34C
ENSMMUG00000053014	PRKAR1B
ENSMMUG00000055804	Metazoa_SRP
ENSMMUG00000055604	
ENSMMUG00000050007	
ENSMMUG00000061913	
ENSMMUG00000058601	
ENSMMUG00000056225	
ENSMMUG00000016497	CCNL1
ENSMMUG00000027786	SNORD50B
ENSMMUG00000059819	
ENSMMUG00000063398	U3
ENSMMUG00000016164	TMED3
ENSMMUG00000064644	Metazoa_SRP
ENSMMUG00000031190	IQCG
ENSMMUG00000061382	
ENSMMUG00000029909	HMGN4
ENSMMUG00000062698	
ENSMMUG00000064935	
ENSMMUG00000025355	U6
ENSMMUG00000031231	DEFB116
ENSMMUG00000055982	
ENSMMUG00000022416	SORCS2
ENSMMUG00000061322	
ENSMMUG00000040267	
ENSMMUG00000015453	ZEB1
ENSMMUG00000001342	IQSEC1
ENSMMUG00000026884	mml-mir-181b-1
ENSMMUG00000062905	Metazoa_SRP
ENSMMUG00000057121	U6
ENSMMUG00000001881	
ENSMMUG00000006710	SGCZ
ENSMMUG00000024119	U6
ENSMMUG00000016627	TPMT
ENSMMUG00000026915	mml-mir-181a-1
ENSMMUG00000055506	
ENSMMUG00000054755	TMEM65
ENSMMUG00000044720	
ENSMMUG00000025790	U6
ENSMMUG00000049683	
ENSMMUG00000049869	TRAJ38
ENSMMUG00000012452	TGM1
ENSMMUG00000061324	
ENSMMUG00000065147	
ENSMMUG00000053765	
ENSMMUG00000008268	WAC
ENSMMUG00000000534	MINAR1
ENSMMUG00000060542	
ENSMMUG00000030465	
ENSMMUG00000035898	U7
ENSMMUG00000060883	Metazoa_SRP
ENSMMUG00000023008	BTN1A1
ENSMMUG00000055114	
ENSMMUG00000056500	
ENSMMUG00000053069	
ENSMMUG00000028324	Y_RNA
ENSMMUG00000041902	Metazoa_SRP
ENSMMUG00000053346	
ENSMMUG00000064787	ZNF511
ENSMMUG00000054044	Y_RNA
ENSMMUG00000060646	U6
ENSMMUG00000053987	Metazoa_SRP
ENSMMUG00000004879	ENTHD1
ENSMMUG00000057477	
ENSMMUG00000020200	
ENSMMUG00000063243	
ENSMMUG00000009119	MLC1
ENSMMUG00000057677	
ENSMMUG00000033145	
ENSMMUG00000006993	PP2D1
ENSMMUG00000051705	
ENSMMUG00000053975	Metazoa_SRP
ENSMMUG00000043676	U7
ENSMMUG00000051797	Metazoa_SRP
ENSMMUG00000058788	
ENSMMUG00000027116	MIR383
ENSMMUG00000061062	
ENSMMUG00000056020	
ENSMMUG00000061613	
ENSMMUG00000052131	
ENSMMUG00000057181	Metazoa_SRP
ENSMMUG00000008045	EIF2C2
ENSMMUG00000064929	
ENSMMUG00000014288	EIF3J
ENSMMUG00000055580	Metazoa_SRP
ENSMMUG00000012832	FHIT
ENSMMUG00000064047	U2
ENSMMUG00000036228	U7
ENSMMUG00000013648	KCNK16
ENSMMUG00000004878	CACNA1I
ENSMMUG00000004767	TMEM222
ENSMMUG00000048654	NANOS1
ENSMMUG00000004568	PDP1
ENSMMUG00000015490	TRMT12
ENSMMUG00000021157	
ENSMMUG00000063758	LGALS2
ENSMMUG00000015224	MTHFS
ENSMMUG00000062243	
ENSMMUG00000058968	Metazoa_SRP
ENSMMUG00000017433	SLC8A3
ENSMMUG00000064160	RPL35A
ENSMMUG00000061964	Metazoa_SRP
ENSMMUG00000048039	APEX1
ENSMMUG00000012065	TTLL5
ENSMMUG00000055849	U6
ENSMMUG00000020217	PIGK
ENSMMUG00000060308	
ENSMMUG00000056810	Metazoa_SRP
ENSMMUG00000008994	EIF3A
ENSMMUG00000059689	
ENSMMUG00000023038	CALY
ENSMMUG00000020482	LZTR1
ENSMMUG00000036028	
ENSMMUG00000015491	RNF139
ENSMMUG00000062286	
ENSMMUG00000044289	
ENSMMUG00000016626	NHLRC1
ENSMMUG00000062215	GCNT7
ENSMMUG00000013106	GALNT7
ENSMMUG00000047716	
ENSMMUG00000056047	
ENSMMUG00000024837	SNORA19
ENSMMUG00000057551	Metazoa_SRP
ENSMMUG00000065043	
ENSMMUG00000057853	
ENSMMUG00000062150	U6
ENSMMUG00000024787	U6
ENSMMUG00000032848	
ENSMMUG00000062552	U6
ENSMMUG00000013644	KCNK17
ENSMMUG00000034822	U6
ENSMMUG00000056289	PIP4P1
ENSMMUG00000055704	
ENSMMUG00000007068	TUSC3
ENSMMUG00000012447	RABGGTA
ENSMMUG00000059698	Metazoa_SRP
ENSMMUG00000020010	CDH17
ENSMMUG00000039854	U6
ENSMMUG00000036321	U6
ENSMMUG00000002868	CDC42EP1
ENSMMUG00000064436	
ENSMMUG00000003364	BCL2A1
ENSMMUG00000008727	GABPA
ENSMMUG00000046647	
ENSMMUG00000017077	
ENSMMUG00000054598	Metazoa_SRP
ENSMMUG00000059187	
ENSMMUG00000046418	
ENSMMUG00000041338	EYS
ENSMMUG00000062101	Metazoa_SRP
ENSMMUG00000004273	DOCK3
ENSMMUG00000065189	Metazoa_SRP
ENSMMUG00000059615	
ENSMMUG00000016564	HCN4
ENSMMUG00000052669	
ENSMMUG00000051380	
ENSMMUG00000065253	
ENSMMUG00000051636	Metazoa_SRP
ENSMMUG00000048878	
ENSMMUG00000034958	Y_RNA
ENSMMUG00000064789	TATDN1
ENSMMUG00000016188	NR5A2
ENSMMUG00000008289	FAM45A
ENSMMUG00000000079	
ENSMMUG00000055915	
ENSMMUG00000050645	
ENSMMUG00000014291	SPG11
ENSMMUG00000009115	TTLL8
ENSMMUG00000062934	GEM
ENSMMUG00000050525	
ENSMMUG00000018261	DNAAF5
ENSMMUG00000054317	
ENSMMUG00000054858	
ENSMMUG00000055004	
ENSMMUG00000051864	
ENSMMUG00000057293	
ENSMMUG00000011624	SLC39A12
ENSMMUG00000051974	PSAPL1
ENSMMUG00000059589	
ENSMMUG00000060930	Metazoa_SRP
ENSMMUG00000000184	LRCH3
ENSMMUG00000055533	Metazoa_SRP
ENSMMUG00000023116	LDB2
ENSMMUG00000057802	U6
ENSMMUG00000024905	U4
ENSMMUG00000065003	BTN2A2
ENSMMUG00000003007	CARD10
ENSMMUG00000023685	MDC1
ENSMMUG00000045296	RPS19BP1
ENSMMUG00000022848	VEPH1
ENSMMUG00000013669	SH3GL3
ENSMMUG00000035331	U6
ENSMMUG00000015143	FBH1
ENSMMUG00000009364	TFAP2C
ENSMMUG00000065283	Metazoa_SRP
ENSMMUG00000023035	
ENSMMUG00000019126	PNP
ENSMMUG00000055872	Metazoa_SRP
ENSMMUG00000063532	
ENSMMUG00000049626	
ENSMMUG00000055780	ATF4
ENSMMUG00000054693	
